index,b_int,g_int,r_int,h_int,s_int,v_int 
f157c2.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f157c3.png,134.835,128.6525,82.47,71.5475,143.6175,141.8725
f158c0.png,116.85,88.725,74.44,88.8575,151.38,116.85
f158c1.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f158c2.png,209.4625,223.8575,216.425,43.3775,38.11,229.5225
f158c3.png,131.0525,130.5675,82.85,70.1275,140.7875,138.2525
f159c0.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f159c1.png,209.4625,223.8575,216.425,43.3775,38.11,229.5225
f159c2.png,131.055,130.57,82.8525,70.1275,140.7825,138.255
f159c3.png,121.6875,90.7575,74.6725,88.9175,152.5225,121.6875
f160c0.png,116.885,88.745,74.4325,88.8575,151.3725,116.885
f160c1.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f160c2.png,204.615,216.1025,208.1475,45.2125,41.7725,223.1225
f160c3.png,134.835,128.6525,82.47,71.5475,143.6175,141.8725
f161c0.png,117.11,88.895,74.635,88.9425,150.8825,117.11
f161c1.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f161c2.png,134.835,128.6525,82.47,71.5475,143.6175,141.8725
f161c3.png,216.3375,230.695,224.5425,42.8925,30.8525,235.0875
f162c0.png,117.1225,88.98,74.645,88.835,150.825,117.1225
f162c1.png,209.7575,225.14,222.26,40.4125,30.8975,229.7625
f162c2.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f162c3.png,134.835,128.6525,82.47,71.5475,143.6175,141.8725
f163c0.png,210.765,222.75,218.4275,42.615,33.475,229.07
f163c1.png,117.1225,88.98,74.645,88.835,150.825,117.1225
f163c2.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f163c3.png,134.835,128.6525,82.47,71.5475,143.6175,141.8725
f164c0.png,119.9675,114.47,134.5275,46.7525,103.6925,152.6475
f164c1.png,202.6175,216.82,210.9475,43.2925,37.4275,221.7525
f164c2.png,134.835,128.6525,82.47,71.5475,143.6175,141.8725
f164c3.png,121.8975,90.99,74.86,88.8825,152.0125,121.8975
f165c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f165c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f165c2.png,202.5,215.78,209.925,41.4625,37.3575,221.22
f165c3.png,130.375,131.205,84.285,69.4675,138.34,137.955
f166c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f166c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f166c2.png,130.375,131.205,84.285,69.4675,138.34,137.955
f166c3.png,190.0925,198.65,187.6125,48.7375,55.9775,209.385
f167c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f167c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f167c2.png,214.37,230.925,224.9225,41.4675,32.9525,235.24
f167c3.png,130.375,131.205,84.285,69.4675,138.34,137.955
f168c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f168c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f168c2.png,199.6225,209.745,203.995,43.31,40.6575,217.3575
f168c3.png,130.375,131.205,84.285,69.4675,138.34,137.955
f169c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f169c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f169c2.png,208.3625,221.9175,216.81,41.695,31.3475,226.1925
f169c3.png,130.375,131.205,84.285,69.4675,138.34,137.955
f170c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f170c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f170c2.png,210.8075,222.605,213.565,45.0725,40.38,229.355
f170c3.png,130.375,131.205,84.285,69.4675,138.34,137.955
f171c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f171c1.png,199.965,214.27,206.59,43.6625,39.745,219.0925
f171c2.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f171c3.png,130.375,131.205,84.285,69.4675,138.34,137.955
f172c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f172c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f172c2.png,207.7525,218.4725,213.645,42.5275,38.0975,226.3775
f172c3.png,134.32,130.7775,85.0025,70.5175,138.9425,141.8925
f173c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f173c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f173c2.png,134.3025,130.76,84.985,70.5175,138.9675,141.875
f173c3.png,198.635,201.89,191.48,50.415,57.455,216.9175
f174c0.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f174c1.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f174c2.png,133.525,130.885,84.9225,70.1975,138.925,141.4575
f174c3.png,185.2075,191.15,180.0675,50.425,58.055,202.425
f175c0.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f175c1.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f175c2.png,133.5275,130.8875,84.925,70.2075,138.8925,141.43
f175c3.png,199.635,214.6475,209.97,41.8475,37.5375,219.92
f176c0.png,200.33,215.2325,209.685,41.2625,35.915,219.6325
f176c1.png,116.1675,112.165,137.0975,53.915,96.69,148.925
f176c2.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f176c3.png,133.63,130.84,84.9875,70.2775,138.7525,141.4525
f177c0.png,200.33,215.2325,209.685,41.2625,35.915,219.6325
f177c1.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f177c2.png,120.095,113.8625,134.29,51.0175,104.955,152.605
f177c3.png,133.53,130.88,84.9075,70.2275,138.8825,141.4125
f178c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f178c1.png,120.095,113.8625,134.29,51.0175,104.955,152.605
f178c2.png,194.21,209.105,202.2825,42.3125,41.7175,214.475
f178c3.png,133.53,130.88,84.9075,70.2275,138.8825,141.4125
f179c0.png,116.865,88.8925,74.365,88.7375,150.945,116.865
f179c1.png,120.095,113.8625,134.29,51.0175,104.955,152.605
f179c2.png,133.53,130.88,84.9075,70.2275,138.8825,141.4125
f179c3.png,206.3675,224.7925,223.0325,38.18,35.18,230.3425
f180c0.png,116.54,88.6225,74.1775,88.71,151.465,116.54
f180c1.png,115.215,112.3875,137.4325,49.85,96.635,148.6
f180c2.png,196.8925,208.0775,203.2875,46.3325,51.2325,219.47
f180c3.png,128.745,127.755,81.1525,69.86,143.015,136.645
f181c0.png,116.54,88.6225,74.1775,88.71,151.465,116.54
f181c1.png,115.245,112.4175,137.4625,49.85,96.605,148.63
f181c2.png,190.9725,203.7375,198.315,44.715,50.685,213.415
f181c3.png,128.745,127.755,81.1525,69.86,143.015,136.645
f182c0.png,116.54,88.6225,74.1775,88.71,151.465,116.54
f182c1.png,115.3075,112.48,137.525,49.85,96.5375,148.6925
f182c2.png,134.6075,128.4975,83.16,71.3,141.9425,141.8825
f182c3.png,187.34,198.6,193.25,46.1125,54.5325,209.5025
f183c0.png,116.54,88.6225,74.1775,88.71,151.465,116.54
f183c1.png,115.075,112.5675,137.5375,49.905,96.2025,148.52
f183c2.png,134.6075,128.4975,83.16,71.3,141.9425,141.8825
f183c3.png,187.34,198.6,193.25,46.1125,54.5325,209.5025
f184c0.png,116.575,88.615,74.2,88.755,151.5825,116.575
f184c1.png,115.1625,112.655,137.625,49.905,96.095,148.6075
f184c2.png,134.425,130.625,85.5125,70.715,137.7775,141.9975
f184c3.png,190.355,202.4525,198.985,43.805,50.715,212.9775
f185c0.png,116.81,88.6275,74.3475,88.955,151.5475,116.81
f185c1.png,134.975,128.855,83.5475,71.3,141.145,142.24
f185c2.png,119.5725,113.345,132.085,52.58,103.1275,150.25
f185c3.png,191.1275,204.17,200.4,43.4525,45.5225,212.2025
f186c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f186c1.png,134.4125,129.0075,83.6,71.0375,141.0225,142.0675
f186c2.png,115.34,112.8525,137.8025,49.905,95.8925,148.785
f186c3.png,184.3325,189.3775,179.7625,50.9425,63.445,203.405
f187c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f187c1.png,196.425,209.835,205.505,44.43,45.0025,218.1875
f187c2.png,134.4025,128.9975,83.59,71.0375,141.0525,142.0575
f187c3.png,115.385,112.965,137.715,49.9225,95.5925,148.7
f188c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f188c1.png,134.425,129.02,83.6125,71.0375,141.0125,142.08
f188c2.png,115.495,113.1175,137.685,49.9475,95.2875,148.675
f188c3.png,189.035,201.68,196.375,43.86,49.6525,210.17
f189c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f189c1.png,197.6025,212.1125,208.16,41.13,42.6125,219.4975
f189c2.png,134.405,129.0,83.5925,71.0375,141.0825,142.06
f189c3.png,115.4875,113.1975,137.555,49.9825,95.09,148.5475
f190c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f190c1.png,190.835,201.275,194.155,45.7325,50.9275,210.7775
f190c2.png,134.405,129.0,83.5925,71.0375,141.0825,142.06
f190c3.png,115.4875,113.1975,137.555,49.9825,95.09,148.5475
f191c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f191c1.png,134.405,129.0,83.5925,71.0375,141.0825,142.06
f191c2.png,115.4875,113.1975,137.555,49.9825,95.09,148.5475
f191c3.png,181.505,191.1075,180.29,47.94,62.2725,202.15
f192c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f192c1.png,134.405,129.0,83.5925,71.0375,141.0825,142.06
f192c2.png,115.4875,113.1975,137.555,49.9825,95.09,148.5475
f192c3.png,192.94,183.31,166.4475,58.795,74.3475,205.9175
f193c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f193c1.png,134.405,129.0,83.5925,71.0375,141.0825,142.06
f193c2.png,115.4875,113.1975,137.555,49.9825,95.09,148.5475
f193c3.png,181.68,189.4625,180.5825,48.28,65.0525,203.14
f194c0.png,116.625,88.6675,74.1625,88.8075,151.895,116.625
f194c1.png,134.405,129.0,83.5925,71.0375,141.0825,142.06
f194c2.png,115.4875,113.1975,137.555,49.9825,95.09,148.5475
f195c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f195c1.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f195c2.png,116.7325,88.8625,74.4475,88.75,151.29,116.7325
f196c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f196c1.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f196c2.png,116.7325,88.8625,74.4475,88.75,151.29,116.7325
f196c3.png,185.4025,190.165,178.155,52.9575,63.7225,203.425
f197c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f197c1.png,192.6575,210.645,203.4675,43.24,46.8975,216.1975
f197c2.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f197c3.png,116.7325,88.8625,74.4475,88.75,151.29,116.7325
f198c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f198c1.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f198c2.png,183.99,194.9525,185.13,47.2175,61.22,205.5475
f198c3.png,116.7325,88.8625,74.4475,88.75,151.29,116.7325
f199c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f199c1.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f199c2.png,184.89,195.1825,185.84,48.145,58.4825,205.145
f199c3.png,116.7325,88.8625,74.4475,88.75,151.29,116.7325
f200c0.png,116.74,88.8625,74.43,88.7425,151.3225,116.74
f200c1.png,129.23,128.835,83.0,69.68,139.9975,137.02
f200c2.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f200c3.png,188.8725,204.9975,198.0575,43.0075,49.3825,211.5425
f201c0.png,116.7325,88.8625,74.4475,88.75,151.29,116.7325
f201c1.png,129.23,128.835,83.0,69.68,139.9975,137.02
f201c2.png,188.8725,204.805,198.37,42.7625,49.375,211.67
f201c3.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f202c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f202c1.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f202c2.png,118.6475,89.0175,74.4575,88.985,151.7875,118.6475
f202c3.png,178.445,185.47,171.4925,52.38,68.3,197.3975
f203c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f203c1.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f203c2.png,192.58,212.0275,207.435,38.7725,39.5375,215.5825
f203c3.png,118.8125,89.1275,74.5375,88.9725,151.71,118.8125
f204c0.png,116.9725,89.05,74.59,88.77,151.2325,116.9725
f204c1.png,129.23,128.835,83.0,69.68,139.9975,137.02
f204c2.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f205c0.png,116.975,89.0525,74.5825,88.7625,151.085,116.975
f205c1.png,129.23,128.835,83.0,69.68,139.9975,137.02
f205c2.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f205c3.png,185.775,199.5325,191.8825,44.52,50.815,206.6425
f206c0.png,117.0075,89.065,74.5925,88.75,150.92,117.0075
f206c1.png,129.23,128.835,83.0,69.68,139.9975,137.02
f206c2.png,183.6675,197.99,190.455,44.405,54.2875,206.39
f206c3.png,120.0675,114.89,136.3925,51.8175,99.3825,152.2525
f207c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f207c1.png,179.3675,189.2675,178.9225,48.7025,62.675,200.27
f207c2.png,120.3925,113.335,132.3475,55.8,102.41,150.655
f207c3.png,116.98,89.0575,74.585,88.76,150.7675,116.98
f208c0.png,129.23,128.835,83.0,69.68,139.9975,137.02
f208c1.png,197.91,218.1725,215.91,37.36,35.9775,221.7225
f208c2.png,120.3925,113.335,132.3475,55.8,102.41,150.655
f208c3.png,116.98,89.0575,74.585,88.76,150.7675,116.98
f209c0.png,182.4875,195.43,186.5875,45.9525,57.2725,204.36
f209c1.png,129.23,128.835,83.0,69.68,139.9975,137.02
f209c2.png,120.3925,113.335,132.3475,55.8,102.41,150.655
f209c3.png,116.98,89.0575,74.585,88.76,150.7675,116.98
f210c0.png,117.2475,112.6775,138.0475,58.545,93.065,148.825
f210c1.png,129.6575,129.2475,82.625,69.655,141.4575,137.8175
f210c2.png,118.255,89.6825,74.6,88.6825,150.215,118.255
f210c3.png,188.8175,206.3225,197.615,40.5875,49.7625,211.3
f211c0.png,117.32,112.75,138.12,58.545,92.9925,148.8975
f211c1.png,188.6575,204.8625,196.17,42.02,50.2425,210.6
f211c2.png,121.2975,91.7425,75.1575,88.5625,150.5975,121.2975
f211c3.png,130.4025,131.8825,84.42,69.175,138.3825,138.5625
f212c0.png,129.7,117.345,130.0925,61.925,103.4425,155.73
f212c1.png,129.6575,129.2475,82.625,69.655,141.4575,137.8175
f212c2.png,121.4325,91.8075,75.22,88.5375,150.6675,121.4325
f213c0.png,116.89,89.98,74.96,88.445,149.3125,116.89
f213c1.png,129.76,117.65,129.7675,60.125,102.9375,155.47
f213c2.png,129.6575,129.2475,82.625,69.655,141.4575,137.8175
f214c0.png,116.89,89.98,74.96,88.445,149.3125,116.89
f214c1.png,129.6575,129.2475,82.625,69.655,141.4575,137.8175
f214c2.png,117.48,112.96,138.13,56.6625,92.9725,148.995
f215c0.png,116.89,89.98,74.96,88.445,149.3125,116.89
f215c1.png,129.975,117.665,129.7525,59.96,102.95,155.585
f215c2.png,129.6575,129.2475,82.625,69.655,141.4575,137.8175
f216c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f216c1.png,129.6575,129.2475,82.625,69.655,141.4575,137.8175
f216c2.png,121.44,91.875,75.28,88.5725,150.4175,121.44
f217c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f217c1.png,134.655,131.47,85.2925,70.3625,138.86,142.7875
f217c2.png,121.4675,91.9025,75.305,88.5725,150.385,121.4675
f218c0.png,116.87,114.67,141.9175,55.075,88.295,149.7175
f218c1.png,129.6775,129.31,82.5325,69.6525,141.755,137.8575
f218c2.png,183.0675,192.54,180.935,47.7925,61.495,202.395
f218c3.png,121.52,91.9475,75.3475,88.5725,150.3375,121.52
f219c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f219c1.png,129.665,129.39,82.385,69.6075,142.18,137.895
f219c2.png,121.5175,91.945,75.3425,88.57,150.35,121.5175
f220c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f220c1.png,134.665,131.5875,85.1375,70.3175,139.3225,142.8475
f220c2.png,121.5175,91.945,75.3425,88.57,150.35,121.5175
f221c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f221c1.png,134.665,131.5875,85.1375,70.3175,139.3225,142.8475
f221c2.png,182.56,193.705,182.565,46.955,60.8375,202.7825
f221c3.png,121.6625,94.455,78.8225,88.35,143.83,121.6625
f222c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f222c1.png,134.665,131.5875,85.1375,70.3175,139.3225,142.8475
f222c2.png,181.365,194.41,182.67,46.5025,61.65,202.74
f222c3.png,121.5175,91.945,75.3425,88.57,150.35,121.5175
f223c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f223c1.png,134.665,131.5875,85.1375,70.3175,139.3225,142.8475
f223c2.png,181.365,194.41,182.67,46.5025,61.65,202.74
f223c3.png,121.5175,91.945,75.3425,88.57,150.35,121.5175
f224c0.png,116.8675,114.6675,141.915,55.075,88.2975,149.715
f224c1.png,181.365,194.41,182.67,46.5025,61.65,202.74
f224c2.png,129.665,129.39,82.385,69.6075,142.18,137.895
f224c3.png,121.5175,91.945,75.3425,88.57,150.35,121.5175
f225c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f225c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f225c2.png,181.565,194.2225,181.6425,47.405,62.52,202.9425
f225c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f226c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f226c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f226c2.png,181.565,194.2225,181.6425,47.405,62.52,202.9425
f226c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f227c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f227c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f227c2.png,181.565,194.2225,181.6425,47.405,62.52,202.9425
f227c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f228c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f228c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f228c2.png,181.565,194.2225,181.6425,47.405,62.52,202.9425
f228c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f229c0.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f229c1.png,181.565,194.2225,181.6425,47.405,62.52,202.9425
f229c2.png,118.2625,90.1975,74.5275,87.96,151.9875,118.2625
f229c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f230c0.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f230c1.png,181.565,194.2225,181.6425,47.405,62.52,202.9425
f230c2.png,118.2625,90.1975,74.5275,87.96,151.9875,118.2625
f230c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f231c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f231c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f231c2.png,181.565,194.2225,181.6425,47.405,62.52,202.9425
f231c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f232c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f232c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f232c2.png,181.5925,194.245,181.67,47.4025,62.48,202.97
f232c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f233c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f233c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f233c2.png,181.8625,194.315,181.7625,47.4175,62.29,203.0625
f233c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f234c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f234c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f234c2.png,181.8075,194.34,181.7175,47.44,62.35,203.0475
f234c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f235c0.png,116.3325,90.2375,74.4575,87.6525,151.74,116.3325
f235c1.png,128.9125,129.62,82.3275,69.24,142.73,137.6725
f235c2.png,181.8075,194.34,181.7175,47.44,62.35,203.0475
f235c3.png,121.8325,114.115,130.59,54.24,106.34,151.6475
f236c0.png,222.0675,223.825,213.5,55.9875,31.6325,231.45
f236c1.png,125.015,113.515,191.125,85.6275,121.45,199.2525
f236c2.png,187.0625,205.8375,198.7325,44.735,62.0825,218.11
f236c3.png,125.3025,98.98,81.4175,85.8025,131.6925,125.3025
f236c4.png,146.025,144.6175,80.7075,70.475,149.98,153.445
f236c5.png,119.74,170.9925,182.265,37.23,114.115,194.8375
f236c6.png,135.14,124.9575,148.5725,63.6975,87.7225,165.225
f236c7.png,176.835,118.7325,81.8475,85.4325,158.5225,176.835
f236c8.png,169.32,101.4175,186.175,119.06,133.89,197.82
f237c0.png,185.71,210.07,207.725,40.28,53.53,219.6475
f237c1.png,222.0675,223.825,213.5,55.9875,31.6325,231.45
f237c2.png,125.105,113.365,191.6475,85.6075,121.71,199.77
f237c3.png,125.52,99.1975,81.6325,85.805,130.9625,125.52
f237c4.png,145.9675,144.64,80.73,70.435,149.9275,153.4675
f237c5.png,142.47,126.03,140.985,64.2775,98.5675,169.47
f237c6.png,124.7375,178.575,191.505,33.9625,112.035,202.905
f237c7.png,169.32,101.4175,186.175,119.06,133.89,197.82
f237c8.png,176.88,118.7775,81.8925,85.4325,158.42,176.88
f238c0.png,185.735,210.02,207.685,40.3475,53.6,219.6525
f238c1.png,222.0675,223.825,213.5,55.9875,31.6325,231.45
f238c2.png,120.7725,170.5825,182.22,37.1725,112.9725,194.9025
f238c3.png,125.355,113.195,192.36,87.365,122.0175,200.475
f238c4.png,146.1425,144.695,80.825,70.475,149.76,153.5225
f238c5.png,142.57,126.0025,140.985,64.22,98.6675,169.535
f238c6.png,130.4225,101.5375,81.3175,85.755,134.02,130.4225
f238c7.png,177.3425,119.36,82.57,85.4375,157.465,177.3425
f238c8.png,169.32,101.4175,186.175,119.06,133.89,197.82
f239c0.png,183.4525,208.0525,205.5375,40.0775,54.5125,217.43
f239c1.png,219.495,219.8625,208.9975,56.2,36.1825,228.8775
f239c2.png,125.13,113.145,192.6,85.635,122.2925,200.705
f239c3.png,126.2825,99.7125,81.8525,85.7575,131.1825,126.2825
f239c4.png,134.9,128.38,154.2975,65.4525,79.28,165.38
f239c5.png,145.9575,144.63,80.76,70.44,149.825,153.4175
f239c6.png,120.63,182.0975,199.125,29.325,108.7875,203.6825
f239c7.png,176.98,118.8775,81.9925,85.4325,158.22,176.98
f239c8.png,169.32,101.4175,186.175,119.06,133.89,197.82
f240c0.png,141.68,141.8175,78.975,70.195,151.25,149.5
f240c1.png,137.08,126.3825,148.7375,65.24,88.6925,166.7225
f240c2.png,219.495,219.8625,208.9975,56.2,36.1825,228.8775
f240c3.png,183.505,207.8175,205.3475,40.125,54.2625,217.235
f240c4.png,120.5075,170.63,182.29,37.1225,112.585,194.6675
f240c5.png,133.545,116.41,184.3825,82.36,121.34,199.9375
f240c6.png,176.9675,119.03,82.225,85.4225,157.8325,176.9675
f240c7.png,135.945,101.55,80.7975,86.6225,136.76,135.945
f240c8.png,169.4675,101.3775,186.4375,119.0375,134.0575,198.1025
f241c0.png,119.785,179.2,197.44,27.4825,106.38,201.5725
f241c1.png,222.1725,223.22,213.1875,55.2575,31.59,231.12
f241c2.png,124.285,112.735,189.74,84.0925,118.725,196.2425
f241c3.png,136.895,107.1575,85.6825,85.8325,130.8775,136.895
f241c4.png,183.1925,206.4275,203.8575,40.8875,55.8,216.0825
f241c5.png,169.2275,101.04,185.2475,118.5875,133.82,197.845
f241c6.png,151.5875,127.4575,131.8175,70.3425,109.05,174.135
f241c7.png,176.76,118.62,81.8825,85.4525,158.285,176.76
f242c0.png,124.55,113.53,192.08,82.54,120.6025,199.1925
f242c1.png,185.4425,209.5225,207.7725,40.0175,52.01,218.6525
f242c2.png,224.3325,223.2725,213.855,57.19,30.74,232.075
f242c3.png,141.46,141.7625,79.4575,70.19,150.1475,149.26
f242c4.png,134.5925,128.0925,154.635,65.2125,77.185,164.4925
f242c5.png,170.9125,101.8025,195.28,121.675,133.655,201.0075
f242c6.png,132.0575,105.34,87.0725,85.93,126.1375,132.0575
f242c7.png,177.69,119.715,82.9075,85.405,157.0825,177.69
f242c8.png,127.4125,172.74,182.215,38.0675,112.73,198.9075
f243c0.png,138.3725,126.285,150.0,66.7575,89.5875,168.21
f243c1.png,222.7575,219.3325,208.6875,56.86,36.0275,229.91
f243c2.png,123.755,113.85,192.3625,82.6725,120.3475,199.5275
f243c3.png,177.86,119.78,83.2325,85.4625,156.595,177.86
f243c4.png,132.1725,100.7925,81.5025,86.63,136.7025,132.1725
f243c5.png,170.04,101.0425,187.2275,119.205,134.465,198.6875
f243c6.png,183.73,206.6475,205.775,40.6125,51.6925,216.205
f243c7.png,128.6425,172.215,181.8775,39.1075,112.82,199.35
f243c8.png,146.0425,143.795,82.165,70.79,146.855,153.5025
f244c0.png,136.025,128.185,155.97,65.2875,80.6825,166.955
f244c1.png,223.1875,220.06,209.5025,56.8175,35.2575,230.34
f244c2.png,141.935,141.5425,79.3625,70.37,150.2425,149.405
f244c3.png,122.28,181.485,199.455,28.7825,105.885,203.64
f244c4.png,177.535,119.5575,82.8525,85.4225,157.2375,177.535
f244c5.png,122.425,111.5675,191.37,79.4975,121.2475,197.2975
f244c6.png,183.805,207.1125,206.335,40.375,51.275,216.4025
f244c7.png,131.2325,103.5175,84.8475,86.06,131.2525,131.2325
f244c8.png,170.11,101.5225,194.83,121.9825,133.38,200.055
f245c0.png,119.7675,178.215,196.455,28.4875,107.13,201.095
f245c1.png,223.1975,220.0975,209.6025,56.8175,35.1275,230.35
f245c2.png,135.4675,128.455,155.59,61.7825,81.0375,166.7975
f245c3.png,119.8575,110.6575,193.655,81.7875,122.7825,197.4975
f245c4.png,167.9475,101.24,183.475,118.375,132.9125,196.4775
f245c5.png,183.66,206.8325,205.9225,40.5575,51.7425,216.29
f245c6.png,145.865,141.4625,80.4575,71.3675,149.72,153.085
f245c7.png,177.1925,119.155,82.285,85.425,158.0325,177.1925
f245c8.png,145.33,114.905,89.965,85.2975,128.085,145.33
f246c0.png,218.1625,216.2875,205.9725,56.67,35.29,225.315
f246c1.png,119.8125,178.335,197.69,28.7225,106.715,201.9225
f246c2.png,135.6825,128.595,156.115,61.7975,81.495,167.3925
f246c3.png,123.11,111.4425,191.3125,80.8275,121.235,197.6475
f246c4.png,132.8975,105.1275,87.2475,86.3,127.7325,132.8975
f246c5.png,146.305,143.2875,82.36,71.11,146.28,153.225
f246c6.png,170.5075,101.6975,195.1375,121.9725,133.62,200.5825
f246c7.png,184.525,207.5725,207.495,39.9575,51.37,217.4475
f246c8.png,177.165,119.0975,82.3375,85.435,157.87,177.165
f247c0.png,118.97,176.625,195.685,30.1425,107.1425,200.4425
f247c1.png,134.51,128.925,155.2825,56.685,81.995,166.64
f247c2.png,120.1525,112.67,194.99,78.635,120.8525,198.415
f247c3.png,183.6,207.285,206.77,40.0075,52.3425,216.985
f247c4.png,132.63,100.8175,81.4075,86.6175,138.4425,132.63
f247c5.png,167.63,101.23,183.6825,118.6025,132.88,196.24
f247c6.png,144.9875,143.7075,81.9225,70.59,146.8875,152.1075
f247c7.png,180.495,122.305,82.545,85.0125,158.8425,180.495
f248c0.png,184.7125,207.43,204.335,39.34,53.6975,216.1225
f248c1.png,169.56,105.1325,183.3525,117.2525,130.9375,198.08
